ioc_12_2,ebird2021,comment
tauraco bannermani,bantur1,
tauraco corythaix,knytur1,
tauraco erythrolophus,rectur1,
tauraco fischeri,fistur1,
tauraco hartlaubi,hartur1,
tauraco leucolophus,whctur2,
tauraco livingstonii,livtur1,
tauraco macrorhynchus,yebtur1,
tauraco persa,guitur1,
tauraco rossae,rostur1,
tauraco schalowi,schtur1,
tauraco schuettii,blbtur1,
tauraco violaceus,viotur1,
tchagra australis,brctch1,
tchagra jamesi,thstch1,
tchagra senegalus,bkctch1,
tchagra tchagra,soutch1,
telacanthura melanopygia,blaspi1,
telacanthura ussheri,motspi1,
teledromas fuscus,sangal1,
telespiza cantans,layfin,
telespiza ultima,nihfin,
telophorus cruentus,ropbus1,
telophorus dohertyi,dohbus1,
telophorus viridis,focbus2,
telophorus zeylonus,bokmak1,
temnurus temnurus,rattre2,
tephrodornis affinis,srlwoo1,
tephrodornis pondicerianus,comwoo1,
tephrodornis sylvicola,malwoo1,
tephrodornis virgatus,larwoo1,
tephrophilus wetmorei,mamtan1,
tephrozosterops stalkeri,rufwhe1,
terathopius ecaudatus,batele1,
terenotriccus erythrurus,rutfly2,
terenura maculata,stcant3,
terenura sicki,orbant1,
teretistris fernandinae,yehwar1,
teretistris fornsi,oriwar1,
terpsiphone affinis,blypaf1,
terpsiphone atrocaudata,japfly1,
terpsiphone atrochalybeia,stpfly1,
terpsiphone batesi,batpaf1,
terpsiphone bedfordi,bepfly1,
terpsiphone bourbonnensis,mapfly2,
terpsiphone cinnamomea,rupfly1,
terpsiphone corvina,sepfly1,
terpsiphone cyanescens,blpfly1,
terpsiphone floris,blypaf1,
terpsiphone incei,amupaf1,
terpsiphone mutata,mapfly1,
terpsiphone paradisi,aspfly1,
terpsiphone rufiventer,bhpfly1,
terpsiphone rufocinerea,rvpfly1,
terpsiphone smithii,bhpfly1,
terpsiphone viridis,afpfly1,
territornis albilineata,whlhon1,
territornis fordiana,kimhon1,
territornis reticulata,stbhon3,
tersina viridis,swatan1,
tesia cyaniventer,gybtes1,
tesia everetti,ructes1,
tesia olivea,slbtes1,
tesia superciliaris,javtes1,
tetrao urogalloides,blbcap1,
tetrao urogallus,wescap1,
tetraogallus altaicus,altsno1,
tetraogallus caspius,cassno1,
tetraogallus caucasicus,causno1,
tetraogallus himalayensis,himsno,
tetraogallus tibetanus,tibsno1,
tetraophasis obscurus,verpar1,
tetraophasis szechenyii,szepar1,
tetrastes bonasia,hazgro1,
tetrastes sewerzowi,sevgro1,
tetrax tetrax,litbus1,
thalassarche bulleri,bulalb2,
thalassarche carteri,yenalb,
thalassarche cauta,whcalb1,
thalassarche chlororhynchos,yenalb,
thalassarche chrysostoma,gyhalb,
thalassarche eremita,shyalb2,
thalassarche impavida,bkbalb,
thalassarche melanophris,bkbalb,
thalassarche salvini,salalb1,
thalasseus acuflavidus,santer1,
thalasseus albididorsalis,royter2,
thalasseus bengalensis,lecter2,
thalasseus bergii,grcter1,
thalasseus bernsteini,chcter2,
thalasseus elegans,eleter1,
thalasseus maximus,royter1,
thalasseus sandvicensis,santer1,
thalassoica antarctica,antpet1,
thalassornis leuconotus,whbduc1,
thalurania colombica,crowoo1,
thalurania furcata,fotwoo1,
thalurania glaucopis,vicwoo2,
thalurania watertonii,lotwoo2,
thamnistes anabatinus,rusant1,
thamnistes rufescens,rufant12,
thamnolaea cinnamomeiventris,moccha1,
thamnolaea coronata,wwccha1,
thamnomanes ardesiacus,dutant2,
thamnomanes caesius,cinant1,
thamnomanes saturninus,satant1,
thamnomanes schistogynus,blsant1,
thamnophilus aethiops,whsant2,
thamnophilus amazonicus,amaant2,
thamnophilus ambiguus,soosla1,
thamnophilus aroyae,uplant1,
thamnophilus atrinucha,wesant1,
thamnophilus bernardi,colant1,
thamnophilus bridgesi,blhant2,
thamnophilus caerulescens,varant1,
thamnophilus cryptoleucus,casant1,
thamnophilus divisorius,acrant1,
thamnophilus doliatus,barant1,
thamnophilus insignis,stbant1,
thamnophilus melanonotus,blbant1,
thamnophilus melanothorax,batant2,
thamnophilus multistriatus,bacant2,
thamnophilus murinus,mocant1,
thamnophilus nigriceps,blaant1,
thamnophilus nigrocinereus,blgant2,
thamnophilus palliatus,chbant2,
thamnophilus pelzelni,plasla1,
thamnophilus praecox,cocant1,
thamnophilus punctatus,norsla1,
thamnophilus ruficapillus,rucant1,
thamnophilus schistaceus,plwant1,
thamnophilus stictocephalus,natsla1,
thamnophilus sticturus,bolsla1,
thamnophilus tenuepunctatus,linant1,
thamnophilus torquatus,ruwant2,
thamnophilus unicolor,uniant2,
thamnophilus zarumae,chaant1,
thamnornis chloropetoides,thamno2,
thaumasius baeri,tumhum1,
thaumasius taczanowskii,spthum2,
thaumastura cora,pershe2,
thectocercus acuticaudatus,bucpar,
theristicus branickii,bkfibi2,
theristicus caerulescens,pluibi1,
theristicus caudatus,bunibi1,
theristicus melanopis,bkfibi1,
thescelocichla leucopleura,swagre1,
thinocorus orbignyianus,gybsee1,
thinocorus rumicivorus,leasee1,
thinornis cucullatus,hooplo2,
thinornis novaeseelandiae,shoplo1,
thlypopsis fulviceps,fuhtan1,
thlypopsis inornata,bubtan1,
thlypopsis ornata,ructan3,
thlypopsis pectoralis,brftan1,
thlypopsis pyrrhocoma,chhtan1,
thlypopsis ruficeps,raytan1,
thlypopsis sordida,orhtan1,
thlypopsis superciliaris,suphem1,
thraupis abbas,yewtan1,
thraupis cyanoptera,azstan1,
thraupis episcopus,bugtan,
thraupis glaucocolpa,glatan1,
thraupis ornata,goctan2,
thraupis palmarum,paltan1,
thraupis sayaca,saytan1,
threnetes leucurus,patbar1,
threnetes niger,soobar1,
threnetes ruckeri,batbar1,
threskiornis aethiopicus,sacibi2,
threskiornis bernieri,sacibi3,
threskiornis melanocephalus,blhibi1,
threskiornis molucca,ausibi1,
threskiornis solitarius,reusol1,
threskiornis spinicollis,stnibi1,
thripadectes flammulatus,flatre1,
thripadectes holostictus,strtre1,
thripadectes ignobilis,unitre1,
thripadectes melanorhynchus,blbtre1,
thripadectes rufobrunneus,stbtre1,
thripadectes scrutator,rubtre1,
thripadectes virgaticeps,stctre1,
thripophaga amacurensis,deasof1,
thripophaga berlepschi,rumsof1,
thripophaga cherriei,orisof1,
thripophaga fusciceps,plasof1,
thripophaga macroura,strsof1,
thryomanes bewickii,bewwre,
thryophilus nicefori,nicwre1,
thryophilus pleurostictus,banwre1,
thryophilus rufalbus,rawwre1,
thryophilus sernai,antwre2,
thryophilus sinaloa,sinwre1,
thryorchilus browni,timwre1,
thryothorus ludovicianus,carwre,
tiaris olivaceus,yefgra1,
tichodroma muraria,wallcr1,
tickellia hodgsoni,brbwar1,
tigriornis leucolopha,whcbit1,
tigrisoma fasciatum,father1,
tigrisoma lineatum,ruther1,
tigrisoma mexicanum,btther1,
tilmatura dupontii,spthum1,
timalia pileata,chcbab1,
timeliopsis fulvigula,olistr1,
timeliopsis griseigula,tawstr1,
tinamotis ingoufi,pattin1,
tinamotis pentlandii,puntin1,
tinamus guttatus,whttin1,
tinamus major,gretin1,
tinamus osgoodi,blatin1,
tinamus solitarius,soltin1,
tinamus tao,grytin1,
tityra cayana,blttit1,
tityra inquisitor,blctit1,
tityra semifasciata,mastit1,
tmetothylacus tenellus,golpip1,
tockus damarensis,drbhor1,
tockus deckeni,vddhor1,
tockus erythrorhynchus,rebhor1,
tockus flavirostris,eybhor1,
tockus jacksoni,jachor1,
tockus kempi,wrbhor2,
tockus leucomelas,sybhor1,
tockus monteiri,monhor1,
tockus ruahae,trbhor1,
tockus rufirostris,srbhor1,
todiramphus albicilla,colkin2,
todiramphus albonotatus,nebkin1,
todiramphus australasia,cibkin1,
todiramphus chloris,colkin1,
todiramphus cinnamominus,mickin1,
todiramphus colonus,colkin17,
todiramphus diops,bawkin1,
todiramphus enigma,talkin1,
todiramphus farquhari,chbkin1,
todiramphus funebris,somkin1,
todiramphus gambieri,mankin3,
todiramphus gertrudae,niakin1,
todiramphus godeffroyi,markin2,
todiramphus lazuli,lazkin1,
todiramphus leucopygius,ultkin1,
todiramphus macleayii,forkin1,
todiramphus nigrocyaneus,blbkin3,
todiramphus pelewensis,mickin4,
todiramphus pyrrhopygius,rebkin2,
todiramphus recurvirostris,flbkin1,
todiramphus reichenbachii,mickin5,
todiramphus ruficollaris,mankin1,
todiramphus sacer,packin1,
todiramphus sanctus,sackin1,
todiramphus saurophagus,beakin2,
todiramphus sordidus,colkin9,
todiramphus tristrami,melkin1,
todiramphus tutus,chakin2,
todiramphus veneratus,tahkin1,
todiramphus winchelli,rulkin1,
todirostrum chrysocrotaphum,ybtfly1,
todirostrum cinereum,cotfly1,
todirostrum maculatum,sptfly1,
todirostrum nigriceps,bhtfly1,
todirostrum pictum,patfly1,
todirostrum poliocephalum,gyhtof1,
todirostrum viridanum,matfly1,
todus angustirostris,nabtod1,
todus mexicanus,purtod1,
todus multicolor,cubtod1,
todus subulatus,brbtod1,
todus todus,jamtod1,
tolmomyias assimilis,yemfly1,
tolmomyias flaviventris,yebfly1,
tolmomyias flavotectus,yemfly1,
tolmomyias poliocephalus,gycfly1,
tolmomyias sulphurescens,yeofly1,
tolmomyias traylori,orefly1,
tolmomyias viridiceps,yebfly1,
topaza pella,critop1,
topaza pyra,fietop1,
torgos tracheliotos,lafvul1,
torreornis inexpectata,zapspa1,
touit batavicus,litpar2,
touit costaricensis,refpar1,
touit dilectissimus,bufpar1,
touit huetii,scspar1,
touit melanonotus,brbpar1,
touit purpuratus,sarpar2,
touit stictopterus,spwpar2,
touit surdus,gotpar2,
toxorhamphus novaeguineae,yeblon1,
toxorhamphus poliopterus,slclon1,
toxostoma bendirei,benthr,
toxostoma cinereum,grathr1,
toxostoma crissale,crithr,
toxostoma curvirostre,cubthr,
toxostoma guttatum,cozthr1,
toxostoma lecontei,lecthr,
toxostoma longirostre,lobthr,
toxostoma ocellatum,ocethr1,
toxostoma redivivum,calthr,
toxostoma rufum,brnthr,
trachyphonus darnaudii,darbar1,
trachyphonus erythrocephalus,raybar1,
trachyphonus margaritatus,yebbar2,
trachyphonus purpuratus,yebbar1,
trachyphonus usambiro,darbar1,
trachyphonus vaillantii,crebar1,
tragopan blythii,blytra1,
tragopan caboti,cabtra1,
tragopan melanocephalus,westra1,
tragopan satyra,sattra1,
tragopan temminckii,temtra1,
traversia lyalli,stiwre1,
tregellasia capito,payrob1,
tregellasia leucops,whfrob1,
treron affinis,pomgrp2,
treron apicauda,pitpig1,
treron aromaticus,pomgrp3,
treron australis,madgrp1,
treron axillaris,pomgrp1,
treron bicinctus,orbpig1,
treron calvus,afrgrp1,
treron capellei,lagpig1,
treron chloropterus,pomgrp4,
treron curvirostra,thbpig1,
treron floris,flgpig1,
treron formosae,whgpig1,
treron fulvicollis,cihpig1,
treron griseicauda,gycpig1,
treron griveaudi,madgrp2,
treron olax,ligpig1,
treron oxyurus,gnspig1,
treron pembaensis,pegpig1,
treron permagnus,whgpig1,
treron phayrei,pomgrp5,
treron phoenicopterus,yefpig1,
treron pompadora,pogpig1,
treron psittaceus,timgrp1,
treron sanctithomae,stgpig1,
treron seimundi,yevpig1,
treron sieboldii,whbpig1,
treron sphenurus,wetpig1,
treron teysmannii,sugpig2,
treron vernans,pinpig3,
treron waalia,brgpig1,
tribonyx mortierii,tanhen1,
tribonyx ventralis,btnhen1,
trichodere cockerelli,whshon1,
trichoglossus capistratus,railor2,
trichoglossus chlorolepidotus,scblor1,
trichoglossus euteles,olhlor1,
trichoglossus forsteni,railor3,
trichoglossus haematodus,railor4,
trichoglossus moluccanus,railor5,
trichoglossus rosenbergii,railor4,
trichoglossus rubiginosus,pohlor1,
trichoglossus rubritorquis,railor7,
trichoglossus weberi,railor8,
tricholaema diademata,refbar2,
tricholaema frontata,miobar1,
tricholaema hirsuta,habbar1,
tricholaema lacrymosa,spfbar1,
tricholaema leucomelas,piebar1,
tricholaema melanocephala,bltbar1,
tricholestes criniger,habbul1,
trichothraupis melanops,blgtan1,
triclaria malachitacea,blbpar4,
trigonoceps occipitalis,whhvul1,
tringa brevipes,gyttat1,
tringa erythropus,spored,
tringa flavipes,lesyel,
tringa glareola,woosan,
tringa guttifer,norgre1,
tringa incana,wantat1,
tringa melanoleuca,greyel,
tringa nebularia,comgre,
tringa ochropus,grnsan,
tringa semipalmata,willet1,
tringa solitaria,solsan,
tringa stagnatilis,marsan,
tringa totanus,comred1,
trochalopteron affine,blflau1,
trochalopteron austeni,brclau1,
trochalopteron chrysopterum,asslau1,
trochalopteron elliotii,elllau1,
trochalopteron erythrocephalum,chclau2,
trochalopteron formosum,rewlau1,
trochalopteron henrici,prhlau1,
trochalopteron imbricatum,bhulau1,
trochalopteron lineatum,strlau1,
trochalopteron melanostigma,sielau1,
trochalopteron milnei,retlau1,
trochalopteron morrisonianum,whwlau1,
trochalopteron ngoclinhense,gowlau1,
trochalopteron peninsulae,mallau1,
trochalopteron squamatum,blwlau1,
trochalopteron subunicolor,scalau1,
trochalopteron variegatum,varlau1,
trochalopteron virgatum,strlau3,
trochalopteron yersini,collau1,
trochilus polytmus,stream1,
trochilus scitulus,stream1,
trochocercus cyanomelas,afcfly1,
trochocercus nitens,bhcfly1,
troglodytes aedon,houwre,
troglodytes cobbi,houwre5,
troglodytes hiemalis,winwre3,
troglodytes monticola,samwre1,
troglodytes ochraceus,ochwre1,
troglodytes pacificus,pacwre1,
troglodytes rufociliatus,rubwre2,
troglodytes rufulus,tepwre1,
troglodytes sissonii,socwre2,
troglodytes solstitialis,mouwre1,
troglodytes tanneri,clawre1,
troglodytes troglodytes,winwre4,
trogon bairdii,baitro1,
trogon caligatus,gartro1,
trogon chionurus,whttro1,
trogon citreolus,cittro1,
trogon clathratus,lattro1,
trogon collaris,coltro1,
trogon comptus,buttro1,
trogon curucui,blctro1,
trogon elegans,eletro,
trogon massena,slttro1,
trogon melanocephalus,blhtro1,
trogon melanurus,blttro1,
trogon mesurus,bkttro2,
trogon mexicanus,moutro1,
trogon personatus,mastro1,
trogon ramonianus,viotro3,
trogon rufus,blttro2,
trogon surrucura,surtro1,
trogon violaceus,viotro2,
trogon viridis,gnbtro1,
tropicoperdix charltonii,chnpar1,
tropicoperdix chloropus,scbpar1,
trugon terrestris,tbgpig2,
tumbezia salvini,tumtyr2,
tunchiornis ochraceiceps,tacgre1,
turacoena manadensis,wfcdov1,
turacoena modesta,slacud1,
turacoena sulaensis,sulcud2,
turdinus atrigularis,btwbab1,
turdinus macrodactylus,lawbab1,
turdinus marmoratus,mawbab1,
turdoides atripennis,capbab1,
turdoides bicolor,sopbab1,
turdoides chapini,chmbab1,
turdoides gilberti,wtmbab1,
turdoides gymnogenys,bacbab1,
turdoides hartlaubii,harbab1,
turdoides hindei,hipbab1,
turdoides hypoleuca,norpib1,
turdoides jardineii,armbab1,
turdoides leucocephala,crebab1,
turdoides leucopygia,whrbab2,
turdoides melanops,bkfbab1,
turdoides nipalensis,spibab1,
turdoides plebejus,brobab1,
turdoides reinwardtii,blabab2,
turdoides rufocinctus,rcmbab1,
turdoides sharpei,bklbab1,
turdoides squamulata,scabab2,
turdoides tenebrosa,dusbab2,
turdus abyssinicus,abythr1,
turdus albicollis,whnrob1,
turdus albocinctus,whcbla1,
turdus amaurochalinus,crbthr1,
turdus arthuri,bkbthr3,
turdus assimilis,whtrob1,
turdus atrogularis,datthr1,
turdus aurantius,whcthr1,
turdus bewsheri,comthr1,
turdus boulboul,gywbla1,
turdus cardis,japthr1,
turdus celaenops,izuthr1,
turdus chiguanco,chithr1,
turdus chrysolaus,brhthr1,
turdus daguae,whtrob1,
turdus dissimilis,blbthr2,
turdus eremita,trithr1,
turdus eunomus,dusthr2,
turdus falcklandii,austhr1,
turdus feae,gysthr1,
turdus flavipes,yelthr1,
turdus fulviventris,chbthr2,
turdus fumigatus,cocthr1,
turdus fuscater,grethr1,
turdus grayi,clcrob,
turdus haplochrous,unithr1,
turdus hauxwelli,hauthr1,
turdus helleri,taithr1,
turdus hortulorum,gybthr1,
turdus ignobilis,blbthr1,
turdus iliacus,redwin,
turdus infuscatus,blarob1,
turdus jamaicensis,whethr1,
turdus kessleri,whbthr2,
turdus lawrencii,lawthr1,
turdus leucomelas,pabthr1,
turdus leucops,paethr1,
turdus lherminieri,forthr1,
turdus libonyana,kurthr1,
turdus litsitsirupa,grothr1,
turdus ludoviciae,somthr1,
turdus maculirostris,ecuthr1,
turdus mandarinus,chibla1,
turdus maranonicus,marthr2,
turdus maximus,tibbla1,
turdus menachensis,yemthr1,
turdus merula,eurbla,
turdus migratorius,amerob,
turdus mupinensis,chithr2,
turdus murinus,bkbthr4,
turdus naumanni,dusthr1,
turdus nigrescens,soorob1,
turdus nigriceps,slathr2,
turdus niveiceps,islthr24,
turdus nudigenis,baerob1,
turdus obscurus,eyethr,
turdus obsoletus,pavthr1,
turdus olivaceofuscus,satthr1,
turdus olivaceus,olithr2,
turdus olivater,blhthr1,
turdus pallidus,palthr1,
turdus pelios,afrthr1,
turdus philomelos,sonthr1,
turdus pilaris,fieldf,
turdus plebejus,mourob1,
turdus plumbeus,relthr1,
turdus poliocephalus,islthr1,
turdus ravidus,grcthr1,
turdus reevei,plbthr2,
turdus roehli,usathr1,
turdus rubrocanus,chethr1,
turdus ruficollis,retthr1,
turdus rufitorques,rucrob1,
turdus rufiventris,rubthr1,
turdus rufopalliatus,rubrob,
turdus sanchezorum,hauthr3,
turdus serranus,glbthr1,
turdus simillimus,eurbla2,
turdus smithi,karthr1,
turdus subalaris,slathr3,
turdus swalesi,lasthr1,
turdus tephronotus,abethr1,
turdus torquatus,rinouz1,
turdus turdoides,sulthr1,
turdus unicolor,ticthr1,
turdus viscivorus,misthr1,
turdus xanthorhynchus,prithr1,
turnagra capensis,soipio1,
turnagra tanagra,noipio1,
turnix castanotus,chbbut2,
turnix everetti,sumbut1,
turnix hottentottus,hotbut1,
turnix maculosus,rebbut2,
turnix melanogaster,blbbut2,
turnix nanus,hotbut3,
turnix nigricollis,madbut1,
turnix novaecaledoniae,paibut,
turnix ocellatus,spobut2,
turnix olivii,bubbut1,
turnix pyrrhothorax,recbut1,
turnix suscitator,barbut1,
turnix sylvaticus,smabut2,
turnix tanki,yelbut1,
turnix varius,paibut,
turnix velox,litbut1,
turnix worcesteri,luzbut1,
turtur abyssinicus,bbwdov1,
turtur afer,bswdov1,
turtur brehmeri,bhwdov1,
turtur chalcospilos,eswdov1,
turtur tympanistria,tamdov1,
tylas eduardi,tylvan1,
tympanuchus cupido,grpchi,
tympanuchus pallidicinctus,lepchi,
tympanuchus phasianellus,shtgro,
tyranneutes stolzmanni,dwtman1,
tyranneutes virescens,titman1,
tyrannopsis sulphurea,sulfly1,
tyrannulus elatus,yectyr1,
tyrannus albogularis,whtkin1,
tyrannus caudifasciatus,logkin,
tyrannus couchii,coukin,
tyrannus crassirostris,thbkin,
tyrannus cubensis,giakin1,
tyrannus dominicensis,grykin,
tyrannus forficatus,sctfly,
tyrannus melancholicus,trokin,
tyrannus niveigularis,sntkin1,
tyrannus savana,fotfly,
tyrannus tyrannus,easkin,
tyrannus verticalis,weskin,
tyrannus vociferans,caskin,
tyto alba,brnowl,
tyto aurantia,nebmao1,
tyto capensis,afgowl1,
tyto deroepstorffi,barowl5,
tyto furcata,brnowl,
tyto glaucops,asfowl1,
tyto inexspectata,minowl1,
tyto javanica,brnowl,
tyto longimembris,ausgro1,
tyto manusi,manowl2,
tyto multipunctata,sooowl1,
tyto nigrobrunnea,talowl1,
tyto novaehollandiae,aumowl1,
tyto rosenbergii,sulowl1,
tyto sororcula,lemowl1,
tyto soumagnei,marowl1,
tyto tenebricosa,sooowl1,
upucerthia albigula,whtear1,
upucerthia dumetaria,sctear1,
upucerthia saturatior,pafear1,
upucerthia validirostris,bubear2,
upupa africana,hoopoe,
upupa antaios,sthhoo1,
upupa epops,hoopoe,
upupa marginata,madhoo1,
uraeginthus angolensis,bubcor1,
uraeginthus bengalus,reccor,
uraeginthus cyanocephalus,blccor1,
uranomitra franciae,andeme1,
uratelornis chimaera,ltgrol1,
uria aalge,commur,
uria lomvia,thbmur,
urile pelagicus,pelcor,
urile penicillatus,bracor,
urile perspicillatus,palcor1,
urile urile,refcor,
urochroa bougueri,whthil2,
urochroa leucura,whthil3,
urocissa caerulea,formag1,
urocissa erythroryncha,rbbmag,
urocissa flavirostris,gobmag1,
urocissa ornata,ceymag1,
urocissa whiteheadi,whwmag1,
urocolius indicus,refmou1,
urocolius macrourus,blnmou1,
urocynchramus pylzowi,przros1,
urodynamis taitensis,lotkoe1,
uroglaux dimorpha,paphao1,
urolais epichlorus,grnlon1,
urolestes melanoleucus,magshr1,
uromyias agilis,agitit1,
uromyias agraphia,unstit1,
uropelia campestris,ltgdov1,
uropsalis lyra,lytnig1,
uropsalis segmentata,swtnig1,
uropsila leucogastra,whbwre1,
urosphena squameiceps,asistu1,
urosphena subulata,timstu1,
urosphena whiteheadi,borstu1,
urosticte benjamini,pubwhi1,
urosticte ruficrissa,ruvwhi1,
urothraupis stolzmanni,bbbtan1,
urotriorchis macrourus,lothaw1,
vanellus albiceps,whhlap1,
vanellus armatus,blaplo1,
vanellus chilensis,soulap1,
vanellus cinereus,gyhlap1,
vanellus coronatus,crolap1,
vanellus crassirostris,lotlap1,
vanellus duvaucelii,rivlap1,
vanellus gregarius,soclap1,
vanellus indicus,rewlap1,
vanellus leucurus,whtlap1,
vanellus lugubris,senlap1,
vanellus macropterus,sunlap1,
vanellus malabaricus,yewlap2,
vanellus melanocephalus,spblap1,
vanellus melanopterus,blwlap1,
vanellus miles,maslap1,
vanellus resplendens,andlap1,
vanellus senegallus,watlap1,
vanellus spinosus,spwlap1,
vanellus superciliosus,brclap1,
vanellus tectus,blhlap1,
vanellus tricolor,banlap1,
vanellus vanellus,norlap,
vanga curvirostris,hobvan1,
vauriella albigularis,negjuf1,
vauriella goodfellowi,minjuf1,
vauriella gularis,eyjfly1,
vauriella insignis,rufjuf1,
veles binotatus,bronig1,
veniliornis affinis,reswoo1,
veniliornis callonotus,scbwoo3,
