ioc_12_2,comment
spizocorys starki,Stark's Lark
spizocorys fremantlii,Short-tailed Lark
spizocorys personata,Masked Lark
spizocorys fringillaris,Botha's Lark
spizocorys conirostris,Pink-billed Lark
alauda leucoptera,White-winged Lark
alauda razae,Raso Lark
alauda gulgula,Oriental Skylark
alauda arvensis,Eurasian Skylark
galerida deva,Sykes's Lark
galerida modesta,Sun Lark
galerida magnirostris,Large-billed Lark
galerida theklae,Thekla's Lark
galerida cristata,Crested Lark
galerida malabarica,Malabar Lark
galerida macrorhyncha,Maghreb Lark
eremophila alpestris,Horned Lark
eremophila bilopha,Temminck's Lark
calandrella acutirostris,Hume's Short-toed Lark
calandrella dukhunensis,Mongolian Short-toed Lark
calandrella blanfordi,Blanford's Lark
calandrella eremica,Rufous-capped Lark
calandrella cinerea,Red-capped Lark
calandrella brachydactyla,Greater Short-toed Lark
melanocorypha bimaculata,Bimaculated Lark
melanocorypha calandra,Calandra Lark
melanocorypha yeltoniensis,Black Lark
melanocorypha mongolica,Mongolian Lark
melanocorypha maxima,Tibetan Lark
chersophilus duponti,Dupont's Lark
eremalauda dunni,Dunn's Lark
eremalauda eremodites,Arabian Lark
alaudala athensis,Athi Short-toed Lark
alaudala cheleensis,Asian Short-toed Lark
alaudala somalica,Somali Short-toed Lark
alaudala rufescens,Mediterranean Short-toed Lark
alaudala heinei,Turkestan Short-toed Lark
alaudala raytal,Sand Lark
andropadus importunus,Sombre Greenbul
stelgidillas gracilirostris,Slender-billed Greenbul
calyptocichla serinus,Golden Greenbul
neolestes torquatus,Black-collared Bulbul
bleda syndactylus,Red-tailed Bristlebill
bleda eximius,Green-tailed Bristlebill
bleda canicapillus,Grey-headed Bristlebill
bleda notatus,Yellow-lored Bristlebill
bleda ugandae,Yellow-eyed Bristlebill
atimastillas flavicollis,Yellow-throated Leaflove
ixonotus guttatus,Spotted Greenbul
thescelocichla leucopleura,Swamp Palm Bulbul
chlorocichla laetissima,Joyful Greenbul
chlorocichla prigoginei,Prigogine's Greenbul
chlorocichla falkensteini,Falkenstein's Greenbul
chlorocichla flaviventris,Yellow-bellied Greenbul
chlorocichla simplex,Simple Greenbul
baeopogon indicator,Honeyguide Greenbul
baeopogon clamans,Sjöstedt's Greenbul
arizelocichla montana,Cameroon Greenbul
arizelocichla tephrolaema,Western Greenbul
arizelocichla kakamegae,Kakamega Greenbul
arizelocichla masukuensis,Shelley's Greenbul
arizelocichla neumanni,Uluguru Greenbul
arizelocichla fusciceps,Black-browed Greenbul
arizelocichla chlorigula,Yellow-throated Greenbul
arizelocichla kikuyuensis,Olive-breasted Greenbul
arizelocichla nigriceps,Mountain Greenbul
arizelocichla olivaceiceps,Olive-headed Greenbul
arizelocichla striifacies,Stripe-faced Greenbul
arizelocichla milanjensis,Stripe-cheeked Greenbul
criniger barbatus,Western Bearded Greenbul
criniger chloronotus,Eastern Bearded Greenbul
criniger calurus,Red-tailed Greenbul
criniger ndussumensis,White-bearded Greenbul
criniger olivaceus,Yellow-bearded Greenbul
eurillas virens,Little Greenbul
eurillas latirostris,Yellow-whiskered Greenbul
eurillas curvirostris,Plain Greenbul
eurillas gracilis,Little Grey Greenbul
eurillas ansorgei,Ansorge's Greenbul
phyllastrephus debilis,Lowland Tiny Greenbul
phyllastrephus albigula,Montane Tiny Greenbul
phyllastrephus albigularis,White-throated Greenbul
phyllastrephus xavieri,Xavier's Greenbul
phyllastrephus icterinus,Icterine Greenbul
phyllastrephus terrestris,Terrestrial Brownbul
phyllastrephus poensis,Cameroon Olive Greenbul
phyllastrephus strepitans,Northern Brownbul
phyllastrephus cerviniventris,Grey-olive Greenbul
phyllastrephus fischeri,Fischer's Greenbul
phyllastrephus cabanisi,Cabanis's Greenbul
phyllastrephus placidus,Placid Greenbul
phyllastrephus scandens,Red-tailed Leaflove
phyllastrephus lorenzi,Sassi's Olive Greenbul
phyllastrephus flavostriatus,Yellow-streaked Greenbul
phyllastrephus alfredi,Sharpe's Greenbul
phyllastrephus poliocephalus,Grey-headed Greenbul
phyllastrephus hypochloris,Toro Olive Greenbul
phyllastrephus baumanni,Baumann's Olive Greenbul
phyllastrephus fulviventris,Pale-olive Greenbul
tricholestes criniger,Hairy-backed Bulbul
setornis criniger,Hook-billed Bulbul
alophoixus phaeocephalus,Yellow-bellied Bulbul
alophoixus frater,Palawan Bulbul
alophoixus tephrogenys,Grey-cheeked Bulbul
alophoixus ruficrissus,Penan Bulbul
alophoixus bres,Brown-cheeked Bulbul
alophoixus flaveolus,White-throated Bulbul
alophoixus ochraceus,Ochraceous Bulbul
alophoixus pallidus,Puff-throated Bulbul
alcurus striatus,Striated Bulbul
alcurus tympanistrigus,Spot-necked Bulbul
iole finschii,Finsch's Bulbul
iole palawanensis,Sulphur-bellied Bulbul
iole viridescens,Olive Bulbul
iole crypta,Buff-vented Bulbul
iole charlottae,Charlotte's Bulbul
iole cacharensis,Cachar Bulbul
iole propinqua,Grey-eyed Bulbul
hemixos leucogrammicus,Cream-striped Bulbul
hemixos flavala,Ashy Bulbul
hemixos cinereus,Cinereous Bulbul
hemixos castanonotus,Chestnut Bulbul
acritillas indica,Yellow-browed Bulbul
ixos sumatranus,Sumatran Bulbul
ixos virescens,Javan Bulbul
ixos malaccensis,Streaked Bulbul
ixos mcclellandii,Mountain Bulbul
ixos nicobariensis,Nicobar Bulbul
hypsipetes philippinus,Philippine Bulbul
hypsipetes mindorensis,Mindoro Bulbul
hypsipetes siquijorensis,Streak-breasted Bulbul
hypsipetes affinis,Seram Golden Bulbul
hypsipetes longirostris,Northern Golden Bulbul
hypsipetes mysticalis,Buru Golden Bulbul
hypsipetes guimarasensis,Visayan Bulbul
hypsipetes everetti,Yellowish Bulbul
hypsipetes catarmanensis,Camiguin Bulbul
hypsipetes rufigularis,Zamboanga Bulbul
hypsipetes amaurotis,Brown-eared Bulbul
hypsipetes borbonicus,Reunion Bulbul
hypsipetes madagascariensis,Malagasy Bulbul
hypsipetes olivaceus,Mauritius Bulbul
hypsipetes thompsoni,White-headed Bulbul
hypsipetes leucocephalus,Black Bulbul
hypsipetes ganeesa,Square-tailed Bulbul
hypsipetes parvirostris,Grand Comoro Bulbul
hypsipetes moheliensis,Moheli Bulbul
hypsipetes crassirostris,Seychelles Bulbul
euptilotus eutilotus,Puff-backed Bulbul
microtarsus melanoleucos,Black-and-white Bulbul
poliolophus urostictus,Yellow-wattled Bulbul
brachypodius priocephalus,Grey-headed Bulbul
brachypodius melanocephalos,Black-headed Bulbul
brachypodius fuscoflavescens,Andaman Bulbul
brachypodius nieuwenhuisii,Blue-wattled Bulbul
ixodia erythropthalmos,Spectacled Bulbul
ixodia cyaniventris,Grey-bellied Bulbul
ixodia squamata,Scaly-breasted Bulbul
rubigula flaviventris,Black-crested Bulbul
rubigula gularis,Flame-throated Bulbul
rubigula melanictera,Black-capped Bulbul
rubigula dispar,Ruby-throated Bulbul
rubigula montis,Bornean Bulbul
nok hualon,Bare-faced Bulbul
spizixos canifrons,Crested Finchbill
spizixos semitorques,Collared Finchbill
pycnonotus simplex,Cream-vented Bulbul
pycnonotus plumosus,Olive-winged Bulbul
pycnonotus brunneus,Asian Red-eyed Bulbul
pycnonotus zeylanicus,Straw-headed Bulbul
pycnonotus pseudosimplex,Cream-eyed Bulbul
pycnonotus cinereifrons,Ashy-fronted Bulbul
pycnonotus luteolus,White-browed Bulbul
pycnonotus blanfordi,Ayeyarwady Bulbul
pycnonotus conradi,Streak-eared Bulbul
pycnonotus finlaysoni,Stripe-throated Bulbul
pycnonotus flavescens,Flavescent Bulbul
pycnonotus snouckaerti,Aceh Bulbul
pycnonotus bimaculatus,Orange-spotted Bulbul
pycnonotus leucops,Pale-faced Bulbul
pycnonotus xantholaemus,Yellow-throated Bulbul
pycnonotus penicillatus,Yellow-eared Bulbul
pycnonotus xanthorrhous,Brown-breasted Bulbul
pycnonotus sinensis,Light-vented Bulbul
pycnonotus taivanus,Styan's Bulbul
pycnonotus jocosus,Red-whiskered Bulbul
pycnonotus goiavier,Yellow-vented Bulbul
pycnonotus cafer,Red-vented Bulbul
pycnonotus aurigaster,Sooty-headed Bulbul
pycnonotus leucotis,White-eared Bulbul
pycnonotus leucogenys,Himalayan Bulbul
pycnonotus xanthopygos,White-spectacled Bulbul
pycnonotus nigricans,African Red-eyed Bulbul
pycnonotus barbatus,Common Bulbul
pycnonotus dodsoni,Dodson's Bulbul
pycnonotus somaliensis,Somali Bulbul
pycnonotus tricolor,Dark-capped Bulbul
pycnonotus capensis,Cape Bulbul
pseudochelidon eurystomina,African River Martin
pseudochelidon sirintarae,White-eyed River Martin
psalidoprocne nitens,Square-tailed Saw-wing
psalidoprocne pristoptera,Black Saw-wing
psalidoprocne obscura,Fanti Saw-wing
psalidoprocne albiceps,White-headed Saw-wing
psalidoprocne fuliginosa,Mountain Saw-wing
neophedina cincta,Banded Martin
phedinopsis brazzae,Brazza's Martin
phedina borbonica,Mascarene Martin
riparia congica,Congo Martin
riparia riparia,Sand Martin
riparia diluta,Pale Martin
riparia paludicola,Brown-throated Martin
riparia chinensis,Grey-throated Martin
tachycineta bicolor,Tree Swallow
tachycineta cyaneoviridis,Bahama Swallow
tachycineta thalassina,Violet-green Swallow
tachycineta euchrysea,Golden Swallow
tachycineta leucorrhoa,White-rumped Swallow
tachycineta leucopyga,Chilean Swallow
tachycineta stolzmanni,Tumbes Swallow
tachycineta albilinea,Mangrove Swallow
tachycineta albiventer,White-winged Swallow
atticora fasciata,White-banded Swallow
atticora pileata,Black-capped Swallow
atticora tibialis,White-thighed Swallow
pygochelidon cyanoleuca,Blue-and-white Swallow
pygochelidon melanoleuca,Black-collared Swallow
alopochelidon fucata,Tawny-headed Swallow
orochelidon flavipes,Pale-footed Swallow
orochelidon murina,Brown-bellied Swallow
orochelidon andecola,Andean Swallow
stelgidopteryx serripennis,Northern Rough-winged Swallow
stelgidopteryx ruficollis,Southern Rough-winged Swallow
progne tapera,Brown-chested Martin
progne murphyi,Peruvian Martin
progne modesta,Galapagos Martin
progne subis,Purple Martin
progne elegans,Southern Martin
progne chalybea,Grey-breasted Martin
progne sinaloae,Sinaloa Martin
progne cryptoleuca,Cuban Martin
progne dominicensis,Caribbean Martin
pseudhirundo griseopyga,Grey-rumped Swallow
cheramoeca leucosterna,White-backed Swallow
ptyonoprogne rupestris,Eurasian Crag Martin
ptyonoprogne obsoleta,Pale Crag Martin
ptyonoprogne fuligula,Rock Martin
ptyonoprogne concolor,Dusky Crag Martin
hirundo nigrorufa,Black-and-rufous Swallow
hirundo atrocaerulea,Blue Swallow
hirundo leucosoma,Pied-winged Swallow
hirundo megaensis,White-tailed Swallow
hirundo dimidiata,Pearl-breasted Swallow
hirundo tahitica,Pacific Swallow
hirundo domicola,Hill Swallow
hirundo neoxena,Welcome Swallow
hirundo albigularis,White-throated Swallow
hirundo smithii,Wire-tailed Swallow
hirundo nigrita,White-bibbed Swallow
hirundo rustica,Barn Swallow
hirundo angolensis,Angola Swallow
hirundo lucida,Red-chested Swallow
hirundo aethiopica,Ethiopian Swallow
delichon urbicum,Common House Martin
delichon lagopodum,Siberian House Martin
delichon nipalense,Nepal House Martin
delichon dasypus,Asian House Martin
cecropis semirufa,Red-breasted Swallow
cecropis senegalensis,Mosque Swallow
cecropis abyssinica,Lesser Striped Swallow
cecropis cucullata,Greater Striped Swallow
cecropis daurica,Red-rumped Swallow
cecropis domicella,West African Swallow
cecropis hyperythra,Sri Lanka Swallow
cecropis striolata,Striated Swallow
cecropis badia,Rufous-bellied Swallow
petrochelidon fuliginosa,Forest Swallow
petrochelidon pyrrhonota,American Cliff Swallow
petrochelidon fulva,Cave Swallow
petrochelidon rufocollaris,Chestnut-collared Swallow
petrochelidon preussi,Preuss's Cliff Swallow
petrochelidon rufigula,Red-throated Cliff Swallow
petrochelidon perdita,Red Sea Cliff Swallow
petrochelidon spilodera,South African Cliff Swallow
petrochelidon fluvicola,Streak-throated Swallow
petrochelidon ariel,Fairy Martin
petrochelidon nigricans,Tree Martin
pnoepyga albiventer,Scaly-breasted Cupwing
pnoepyga mutica,Chinese Cupwing
pnoepyga formosana,Taiwan Cupwing
pnoepyga immaculata,Nepal Cupwing
pnoepyga pusilla,Pygmy Cupwing
melocichla mentalis,Moustached Grass Warbler
sphenoeacus afer,Cape Grassbird
achaetops pycnopygius,Rockrunner
macrosphenus flavicans,Yellow Longbill
macrosphenus kempi,Kemp's Longbill
macrosphenus concolor,Grey Longbill
macrosphenus pulitzeri,Pulitzer's Longbill
macrosphenus kretschmeri,Kretschmer's Longbill
sylvietta brachyura,Northern Crombec
sylvietta whytii,Red-faced Crombec
sylvietta philippae,Philippa's Crombec
sylvietta rufescens,Long-billed Crombec
sylvietta isabellina,Somali Crombec
sylvietta ruficapilla,Red-capped Crombec
sylvietta virens,Green Crombec
sylvietta denti,Lemon-bellied Crombec
sylvietta leucophrys,White-browed Crombec
cryptillas victorini,Victorin's Warbler
abroscopus superciliaris,Yellow-bellied Warbler
abroscopus albogularis,Rufous-faced Warbler
abroscopus schisticeps,Black-faced Warbler
phyllergates cucullatus,Mountain Tailorbird
phyllergates heterolaemus,Rufous-headed Tailorbird
tickellia hodgsoni,Broad-billed Warbler
horornis seebohmi,Philippine Bush Warbler
horornis diphone,Japanese Bush Warbler
horornis canturians,Manchurian Bush Warbler
horornis annae,Palau Bush Warbler
horornis carolinae,Tanimbar Bush Warbler
horornis parens,Shade Bush Warbler
horornis haddeni,Bougainville Bush Warbler
horornis ruficapilla,Fiji Bush Warbler
horornis fortipes,Brown-flanked Bush Warbler
horornis brunnescens,Hume's Bush Warbler
horornis acanthizoides,Yellow-bellied Bush Warbler
horornis vulcanius,Sunda Bush Warbler
horornis flavolivaceus,Aberrant Bush Warbler
tesia cyaniventer,Grey-bellied Tesia
tesia olivea,Slaty-bellied Tesia
tesia everetti,Russet-capped Tesia
tesia superciliaris,Javan Tesia
cettia cetti,Cetti's Warbler
cettia major,Chestnut-crowned Bush Warbler
cettia brunnifrons,Grey-sided Bush Warbler
cettia castaneocoronata,Chestnut-headed Tesia
urosphena squameiceps,Asian Stubtail
urosphena whiteheadi,Bornean Stubtail
urosphena subulata,Timor Stubtail
hemitesia pallidipes,Pale-footed Bush Warbler
hemitesia neumanni,Neumann's Warbler
scotocerca inquieta,Streaked Scrub Warbler
erythrocercus holochlorus,Little Yellow Flycatcher
erythrocercus mccallii,Chestnut-capped Flycatcher
erythrocercus livingstonei,Livingstone's Flycatcher
hylia prasina,Green Hylia
pholidornis rushiae,Tit Hylia
leptopoecile sophiae,White-browed Tit-warbler
leptopoecile elegans,Crested Tit-warbler
psaltriparus minimus,American Bushtit
aegithalos caudatus,Long-tailed Tit
aegithalos glaucogularis,Silver-throated Bushtit
aegithalos leucogenys,White-cheeked Bushtit
aegithalos concinnus,Black-throated Bushtit
aegithalos niveogularis,White-throated Bushtit
aegithalos iouschistos,Rufous-fronted Bushtit
aegithalos bonvaloti,Black-browed Bushtit
aegithalos sharpei,Burmese Bushtit
aegithalos fuliginosus,Sooty Bushtit
aegithalos exilis,Pygmy Bushtit
phylloscopus sibilatrix,Wood Warbler
phylloscopus bonelli,Western Bonelli's Warbler
phylloscopus orientalis,Eastern Bonelli's Warbler
phylloscopus pulcher,Buff-barred Warbler
phylloscopus maculipennis,Ashy-throated Warbler
phylloscopus humei,Hume's Leaf Warbler
phylloscopus inornatus,Yellow-browed Warbler
phylloscopus subviridis,Brooks's Leaf Warbler
phylloscopus yunnanensis,Chinese Leaf Warbler
phylloscopus chloronotus,Lemon-rumped Warbler
phylloscopus forresti,Sichuan Leaf Warbler
phylloscopus kansuensis,Gansu Leaf Warbler
phylloscopus proregulus,Pallas's Leaf Warbler
phylloscopus tytleri,Tytler's Leaf Warbler
phylloscopus armandii,Yellow-streaked Warbler
phylloscopus schwarzi,Radde's Warbler
phylloscopus griseolus,Sulphur-bellied Warbler
phylloscopus affinis,Tickell's Leaf Warbler
phylloscopus occisinensis,Alpine Leaf Warbler
phylloscopus fuligiventer,Smoky Warbler
phylloscopus fuscatus,Dusky Warbler
phylloscopus neglectus,Plain Leaf Warbler
phylloscopus subaffinis,Buff-throated Warbler
phylloscopus trochilus,Willow Warbler
phylloscopus sindianus,Mountain Chiffchaff
phylloscopus canariensis,Canary Islands Chiffchaff
phylloscopus collybita,Common Chiffchaff
phylloscopus ibericus,Iberian Chiffchaff
phylloscopus coronatus,Eastern Crowned Warbler
phylloscopus ijimae,Ijima's Leaf Warbler
phylloscopus olivaceus,Philippine Leaf Warbler
phylloscopus cebuensis,Lemon-throated Leaf Warbler
phylloscopus ruficapilla,Yellow-throated Woodland Warbler
phylloscopus umbrovirens,Brown Woodland Warbler
phylloscopus laetus,Red-faced Woodland Warbler
phylloscopus laurae,Laura's Woodland Warbler
phylloscopus herberti,Black-capped Woodland Warbler
phylloscopus budongoensis,Uganda Woodland Warbler
phylloscopus intermedius,White-spectacled Warbler
phylloscopus poliogenys,Grey-cheeked Warbler
phylloscopus burkii,Green-crowned Warbler
phylloscopus tephrocephalus,Grey-crowned Warbler
phylloscopus whistleri,Whistler's Warbler
phylloscopus valentini,Bianchi's Warbler
phylloscopus soror,Alström's Warbler
phylloscopus omeiensis,Martens's Warbler
phylloscopus nitidus,Green Warbler
phylloscopus plumbeitarsus,Two-barred Warbler
phylloscopus trochiloides,Greenish Warbler
phylloscopus emeiensis,Emei Leaf Warbler
phylloscopus magnirostris,Large-billed Leaf Warbler
phylloscopus borealoides,Sakhalin Leaf Warbler
phylloscopus tenellipes,Pale-legged Leaf Warbler
phylloscopus xanthodryas,Japanese Leaf Warbler
phylloscopus examinandus,Kamchatka Leaf Warbler
phylloscopus borealis,Arctic Warbler
phylloscopus castaniceps,Chestnut-crowned Warbler
phylloscopus grammiceps,Sunda Warbler
phylloscopus montis,Yellow-breasted Warbler
phylloscopus calciatilis,Limestone Leaf Warbler
phylloscopus ricketti,Sulphur-breasted Warbler
phylloscopus cantator,Yellow-vented Warbler
phylloscopus occipitalis,Western Crowned Warbler
phylloscopus reguloides,Blyth's Leaf Warbler
phylloscopus claudiae,Claudia's Leaf Warbler
phylloscopus goodsoni,Hartert's Leaf Warbler
phylloscopus ogilviegranti,Kloss's Leaf Warbler
phylloscopus hainanus,Hainan Leaf Warbler
phylloscopus intensior,Davison's Leaf Warbler
phylloscopus xanthoschistos,Grey-hooded Warbler
phylloscopus trivirgatus,Mountain Leaf Warbler
phylloscopus nigrorum,Negros Leaf Warbler
phylloscopus floresianus,Flores Leaf Warbler
phylloscopus presbytes,Timor Leaf Warbler
phylloscopus rotiensis,Rote Leaf Warbler
phylloscopus makirensis,Makira Leaf Warbler
phylloscopus nesophilus,Sulawesi Leaf Warbler
phylloscopus sarasinorum,Lompobattang Leaf Warbler
phylloscopus amoenus,Kolombangara Leaf Warbler
phylloscopus poliocephalus,Island Leaf Warbler
phylloscopus maforensis,Numfor Leaf Warbler
phylloscopus misoriensis,Biak Leaf Warbler
graueria vittata,Grauer's Warbler
nesillas typica,Malagasy Brush Warbler
nesillas lantzii,Subdesert Brush Warbler
nesillas longicaudata,Anjouan Brush Warbler
nesillas brevicaudata,Grand Comoro Brush Warbler
nesillas mariae,Moheli Brush Warbler
nesillas aldabrana,Aldabra Brush Warbler
acrocephalus griseldis,Basra Reed Warbler
acrocephalus brevipennis,Cape Verde Warbler
acrocephalus rufescens,Greater Swamp Warbler
acrocephalus gracilirostris,Lesser Swamp Warbler
acrocephalus newtoni,Madagascar Swamp Warbler
acrocephalus sechellensis,Seychelles Warbler
acrocephalus rodericanus,Rodrigues Warbler
acrocephalus arundinaceus,Great Reed Warbler
acrocephalus orientalis,Oriental Reed Warbler
acrocephalus stentoreus,Clamorous Reed Warbler
acrocephalus australis,Australian Reed Warbler
